scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
NAV_0249,India,UK,6.39,4.7,91.47,3.36,8.78,90,22,33,83.67,10,Maritime,6.51,4.62,88.62,6.25,9.19,47,33,43,231.0,109,Maritime,0.982,1.017,0.092,0.362,0,0.48
NAV_0250,USA,China,7.09,5.34,67.38,6.03,7.73,76,44,37,168.11,35,Maritime,8.74,4.15,90.92,4.01,8.06,61,49,28,91.59,74,Maritime,0.811,1.287,0.473,1.835,1,0.511
NAV_0251,UK,India,6.3,4.49,93.35,5.97,7.59,25,28,12,200.22,39,Maritime,7.16,4.01,89.69,4.31,8.85,110,60,9,76.42,54,Maritime,0.88,1.12,0.722,2.62,1,0.673
NAV_0252,USA,India,7.51,4.76,69.96,3.38,6.37,73,34,45,154.96,78,Maritime,8.89,4.01,85.71,4.63,8.18,77,12,9,112.7,56,Maritime,0.845,1.187,1.393,1.375,0,0.307
NAV_0253,India,China,8.14,4.87,78.36,3.24,9.43,31,14,5,234.15,12,Maritime,9.26,4.54,87.88,3.16,8.86,102,72,11,140.97,87,Maritime,0.879,1.073,0.138,1.661,0,0.462
NAV_0254,Japan,France,9.27,5.47,79.19,7.61,6.25,39,61,16,126.93,111,Maritime,9.34,4.46,65.38,8.53,6.41,21,63,22,79.27,71,Maritime,0.993,1.226,1.563,1.601,0,0.331
NAV_0255,Australia,India,9.03,4.32,60.59,3.39,9.29,44,48,45,229.87,94,Maritime,7.14,5.28,65.51,6.78,8.73,34,33,49,218.73,71,Maritime,1.265,0.818,1.324,1.051,1,0.577
NAV_0256,France,Australia,6.67,4.2,89.21,3.0,6.77,97,25,48,143.28,111,Maritime,9.04,5.36,82.38,5.86,7.15,109,21,34,191.95,90,Maritime,0.738,0.784,1.233,0.746,0,0.427
NAV_0257,Japan,UK,7.91,4.02,82.51,5.73,8.78,74,40,30,79.79,15,Maritime,6.4,5.32,80.39,3.52,6.37,75,49,24,148.02,72,Maritime,1.236,0.756,0.208,0.539,1,0.712
NAV_0258,India,France,8.67,4.84,90.09,4.22,6.68,82,28,44,228.6,75,Maritime,7.9,5.46,90.86,3.75,6.89,93,47,12,35.59,104,Maritime,1.097,0.886,0.721,6.423,1,0.699
NAV_0259,UK,Russia,8.29,4.95,71.55,4.22,7.44,114,18,6,35.54,106,Maritime,9.39,4.3,81.39,5.86,8.08,103,23,41,61.36,86,Maritime,0.883,1.151,1.233,0.579,0,0.402
NAV_0260,Japan,India,8.68,5.36,66.4,7.39,9.13,72,15,22,141.67,29,Maritime,7.95,4.03,82.31,5.41,6.78,20,79,11,246.82,15,Maritime,1.092,1.33,1.933,0.574,0,0.451
NAV_0261,Australia,Russia,7.98,5.3,81.5,7.69,6.18,33,77,6,250.77,15,Maritime,7.43,5.06,77.83,3.6,7.85,99,46,22,41.23,81,Maritime,1.074,1.047,0.185,6.082,1,0.707
NAV_0262,UK,USA,8.57,4.63,66.36,3.08,7.94,94,74,16,118.84,70,Maritime,6.31,4.41,74.6,3.44,7.62,37,21,23,183.68,90,Maritime,1.358,1.05,0.778,0.647,1,0.512
NAV_0263,UK,India,8.07,5.37,82.29,7.82,6.57,21,23,39,89.84,80,Maritime,8.84,4.02,73.39,3.42,6.15,106,21,43,177.05,20,Maritime,0.913,1.336,4.0,0.507,1,0.58
NAV_0264,USA,Japan,7.45,4.98,92.82,8.99,6.67,42,12,36,40.82,48,Maritime,8.1,4.69,65.92,5.45,8.65,113,33,26,273.96,34,Maritime,0.92,1.062,1.412,0.149,0,0.462
NAV_0265,India,France,7.79,4.21,78.35,5.21,7.06,68,51,11,20.74,11,Maritime,6.48,5.26,62.01,8.08,9.48,36,10,41,39.04,41,Maritime,1.202,0.8,0.268,0.531,0,0.349
NAV_0266,Australia,India,9.41,4.47,92.68,8.06,8.24,25,59,14,148.09,98,Maritime,7.25,4.3,89.67,5.91,6.12,101,43,26,197.36,15,Maritime,1.298,1.04,6.533,0.75,0,0.447
NAV_0267,China,Australia,8.89,5.07,62.29,6.25,7.51,108,54,29,25.45,65,Maritime,9.01,4.61,85.69,7.52,8.85,37,78,10,269.65,92,Maritime,0.987,1.1,0.707,0.094,1,0.686
NAV_0268,Russia,India,7.65,5.24,78.92,8.14,8.74,31,49,30,155.5,99,Maritime,6.61,4.31,91.29,8.31,6.33,59,55,34,161.5,45,Maritime,1.157,1.216,2.2,0.963,1,0.609
NAV_0269,France,India,6.95,4.64,61.86,5.49,9.39,81,28,40,236.47,101,Maritime,8.23,5.42,72.06,4.62,6.64,85,46,22,73.99,71,Maritime,0.844,0.856,1.423,3.196,1,0.534
NAV_0270,UK,France,6.63,5.24,88.39,7.11,6.05,72,18,47,80.47,114,Maritime,8.51,4.72,89.46,5.05,9.36,35,57,28,62.52,66,Maritime,0.779,1.11,1.727,1.287,1,0.654
NAV_0271,Japan,France,8.59,5.4,78.08,6.21,7.16,22,48,49,290.1,12,Maritime,6.22,4.08,92.19,6.61,9.04,74,77,27,162.49,27,Maritime,1.381,1.324,0.444,1.785,1,0.527
NAV_0272,UK,Japan,6.64,4.89,91.36,4.66,8.16,112,54,11,100.32,80,Maritime,6.52,5.42,70.97,5.24,8.89,79,36,31,50.54,98,Maritime,1.018,0.902,0.816,1.985,0,0.487
NAV_0273,Japan,France,9.34,4.85,61.75,4.42,7.77,85,33,47,228.52,87,Maritime,6.59,5.35,78.59,6.36,6.79,97,73,25,94.62,113,Maritime,1.417,0.907,0.77,2.415,1,0.546
NAV_0274,Russia,Japan,7.06,4.99,85.1,8.01,8.34,53,32,22,276.08,82,Maritime,6.12,5.04,79.05,6.9,8.33,40,23,24,60.18,66,Maritime,1.154,0.99,1.242,4.588,1,0.541
NAV_0275,India,Japan,7.77,4.58,92.03,6.14,7.32,21,26,42,201.31,24,Maritime,8.83,4.35,87.74,8.33,9.0,107,68,48,261.17,27,Maritime,0.88,1.053,0.889,0.771,1,0.622
NAV_0276,UK,India,6.05,4.2,60.55,5.1,8.38,89,23,9,150.92,88,Maritime,8.82,4.25,75.83,3.74,7.94,62,59,13,51.46,37,Maritime,0.686,0.988,2.378,2.933,1,0.504
NAV_0277,Russia,India,9.26,4.09,81.26,3.25,6.11,32,69,42,69.9,108,Maritime,8.19,5.48,85.24,7.35,7.99,103,77,26,31.22,42,Maritime,1.131,0.746,2.571,2.239,0,0.418
NAV_0278,UK,Russia,8.5,4.08,85.1,7.77,6.83,95,47,21,52.19,73,Maritime,6.87,5.06,67.55,3.98,8.81,95,41,41,233.12,17,Maritime,1.237,0.806,4.294,0.224,1,0.686
NAV_0279,France,Australia,7.95,4.03,78.54,7.69,9.0,117,58,25,233.6,70,Maritime,6.34,5.04,82.79,8.13,8.16,79,62,47,130.82,89,Maritime,1.254,0.8,0.787,1.786,1,0.664
NAV_0280,Russia,France,7.21,4.21,75.73,7.5,8.96,59,43,37,137.03,112,Maritime,9.28,4.5,63.44,4.15,8.19,114,14,36,173.16,16,Maritime,0.777,0.936,7.0,0.791,0,0.467
NAV_0281,USA,Australia,9.35,4.07,67.45,8.48,9.17,65,16,40,71.25,100,Maritime,8.85,4.75,91.64,3.32,6.26,91,40,10,263.52,36,Maritime,1.056,0.857,2.778,0.27,1,0.679
NAV_0282,UK,India,9.29,4.58,86.28,8.4,7.97,53,10,36,159.21,71,Maritime,8.05,4.51,84.29,7.57,8.81,84,76,35,224.33,72,Maritime,1.154,1.016,0.986,0.71,0,0.354
NAV_0283,Japan,France,8.82,4.99,78.46,6.66,8.48,28,25,31,55.96,102,Maritime,7.82,4.81,94.47,3.31,6.86,54,12,32,88.64,65,Maritime,1.128,1.037,1.569,0.631,0,0.402
NAV_0284,Japan,France,9.44,4.79,69.36,8.4,6.61,100,45,17,155.54,40,Maritime,9.19,4.9,67.91,3.34,9.4,27,65,25,181.18,56,Maritime,1.027,0.978,0.714,0.858,0,0.335
NAV_0285,Australia,China,7.87,4.89,73.8,5.63,7.65,45,45,8,194.81,31,Maritime,8.57,4.89,85.55,7.32,7.97,61,74,26,43.81,91,Maritime,0.918,1.0,0.341,4.447,0,0.341
NAV_0286,Russia,India,7.58,4.38,93.04,4.29,7.75,71,31,41,87.08,27,Maritime,8.86,4.26,91.78,8.27,6.36,76,69,20,296.71,100,Maritime,0.856,1.028,0.27,0.293,0,0.42
NAV_0287,China,France,9.14,5.32,73.43,5.38,6.35,76,68,39,91.32,39,Maritime,7.56,5.34,76.7,4.43,6.52,48,75,42,23.28,59,Maritime,1.209,0.996,0.661,3.923,1,0.722
NAV_0288,China,France,7.45,5.32,80.12,8.71,6.6,30,74,37,286.91,118,Maritime,6.73,4.93,87.89,5.6,7.54,113,51,5,245.62,68,Maritime,1.107,1.079,1.735,1.168,1,0.605
NAV_0289,Japan,India,7.62,4.06,91.91,4.75,6.24,39,72,12,295.17,69,Maritime,6.36,4.72,67.01,6.52,7.41,55,48,35,155.0,56,Maritime,1.198,0.86,1.232,1.904,1,0.521
NAV_0290,Australia,Japan,9.04,4.84,89.08,8.41,7.47,90,14,31,162.34,117,Maritime,8.99,4.66,75.04,4.43,8.56,88,30,9,116.53,76,Maritime,1.006,1.039,1.539,1.393,1,0.534
NAV_0291,France,Japan,8.51,5.18,91.91,7.86,9.25,104,28,9,197.1,47,Maritime,7.09,4.99,85.34,4.37,8.48,77,18,44,277.56,96,Maritime,1.2,1.038,0.49,0.71,1,0.585
NAV_0292,France,USA,9.21,4.69,87.87,4.27,8.86,63,62,48,147.56,97,Maritime,8.51,5.15,90.8,6.51,6.23,21,16,18,86.59,11,Maritime,1.082,0.911,8.818,1.704,0,0.443
NAV_0293,Japan,USA,8.16,5.02,91.95,3.64,7.16,102,33,27,109.69,60,Maritime,8.09,4.49,65.69,3.98,9.32,47,58,8,22.83,59,Maritime,1.009,1.118,1.017,4.805,0,0.394
NAV_0294,UK,USA,6.84,5.26,88.9,8.15,8.59,118,16,9,114.78,90,Maritime,6.04,5.36,90.47,4.48,8.06,108,70,28,115.15,57,Maritime,1.132,0.981,1.579,0.997,0,0.433
NAV_0295,Russia,Japan,7.67,4.74,75.66,3.05,9.34,21,70,30,197.23,25,Maritime,8.26,4.53,77.9,5.3,7.93,96,11,15,39.04,33,Maritime,0.929,1.046,0.758,5.052,0,0.403
NAV_0296,India,Japan,6.22,5.12,78.01,4.34,7.68,86,35,24,285.94,102,Maritime,6.17,4.5,65.61,8.55,6.1,75,32,7,157.35,17,Maritime,1.008,1.138,6.0,1.817,1,0.664
NAV_0297,France,Japan,8.96,5.39,64.65,4.18,7.32,49,36,14,255.84,43,Maritime,8.43,5.38,69.85,4.44,8.8,107,41,30,71.94,21,Maritime,1.063,1.002,2.048,3.556,0,0.466
NAV_0298,USA,Russia,8.19,4.75,89.05,8.56,6.83,52,48,48,194.19,87,Maritime,8.3,5.5,74.57,4.03,6.66,76,17,13,49.18,77,Maritime,0.987,0.864,1.13,3.949,0,0.359
NAV_0299,UK,Russia,7.27,4.57,81.57,7.13,9.17,63,14,38,169.58,118,Maritime,7.56,4.69,62.57,8.87,6.04,69,25,22,80.96,102,Maritime,0.962,0.974,1.157,2.095,1,0.505
NAV_0300,India,Russia,8.29,4.14,90.13,5.11,6.6,107,23,29,207.84,109,Maritime,6.99,4.18,77.72,5.74,8.14,112,65,22,254.0,69,Maritime,1.186,0.99,1.58,0.818,0,0.498
NAV_0301,Japan,USA,9.27,4.68,90.98,5.19,7.7,26,28,42,138.93,37,Maritime,6.64,4.29,81.49,5.79,8.5,79,54,27,163.07,91,Maritime,1.396,1.091,0.407,0.852,1,0.641
NAV_0302,Australia,UK,7.41,4.77,75.51,3.54,7.78,96,56,12,92.0,12,Maritime,9.33,4.72,63.26,8.58,8.58,55,53,15,112.26,35,Maritime,0.794,1.011,0.343,0.82,0,0.498
NAV_0303,Australia,China,7.59,4.55,74.15,7.38,8.26,119,46,27,36.53,101,Maritime,6.42,4.76,74.42,7.84,8.01,95,44,19,292.45,22,Maritime,1.182,0.956,4.591,0.125,1,0.694
NAV_0304,USA,France,8.68,4.1,94.66,7.56,7.42,40,28,33,294.2,62,Maritime,7.5,4.03,88.45,7.99,8.8,83,62,5,179.82,83,Maritime,1.157,1.017,0.747,1.636,0,0.387
NAV_0305,Japan,Russia,7.75,4.34,78.95,7.35,8.78,113,70,37,134.01,39,Maritime,6.56,5.12,70.76,3.28,6.68,35,53,5,172.44,64,Maritime,1.181,0.848,0.609,0.777,1,0.735
NAV_0306,China,India,6.08,5.43,78.7,3.84,6.19,97,76,34,231.16,28,Maritime,8.73,5.43,66.94,4.57,6.44,64,71,22,232.62,53,Maritime,0.696,1.0,0.528,0.994,1,0.532
NAV_0307,UK,China,9.24,4.9,72.27,5.58,6.32,110,22,42,22.06,28,Maritime,8.74,4.48,84.47,7.43,7.02,41,24,31,291.66,69,Maritime,1.057,1.094,0.406,0.076,0,0.398
NAV_0308,China,India,8.52,4.54,84.08,5.74,7.59,48,12,10,175.1,23,Maritime,6.41,4.73,87.78,6.91,7.04,114,32,46,33.12,25,Maritime,1.329,0.96,0.92,5.287,0,0.39
NAV_0309,USA,UK,6.18,5.41,73.47,5.4,7.43,63,56,23,161.02,61,Maritime,6.68,5.38,87.21,4.52,7.79,98,35,12,203.65,86,Maritime,0.925,1.006,0.709,0.791,1,0.624
NAV_0310,India,China,9.01,4.73,81.98,5.26,8.04,91,26,19,268.14,53,Maritime,6.32,4.23,80.48,6.3,6.48,68,70,20,192.99,50,Maritime,1.426,1.118,1.06,1.389,1,0.566
NAV_0311,France,Russia,9.09,5.28,91.76,8.89,8.81,81,32,16,59.8,39,Maritime,6.53,4.98,69.99,5.55,7.12,50,77,30,287.02,39,Maritime,1.392,1.06,1.0,0.208,1,0.571
NAV_0312,France,Australia,6.16,4.63,60.12,3.39,7.75,88,72,30,117.69,52,Maritime,8.49,4.52,64.17,3.0,6.48,118,29,28,45.11,44,Maritime,0.726,1.024,1.182,2.609,0,0.357
NAV_0313,Japan,India,7.61,4.15,70.09,6.02,8.23,32,29,17,290.74,98,Maritime,7.8,4.4,68.5,6.35,6.87,54,72,40,141.9,80,Maritime,0.976,0.943,1.225,2.049,0,0.459
NAV_0314,Russia,UK,7.09,5.32,63.19,4.51,9.07,90,37,37,251.91,23,Maritime,7.73,4.42,89.11,4.44,6.36,68,66,14,58.48,68,Maritime,0.917,1.204,0.338,4.308,1,0.644
NAV_0315,UK,Russia,8.33,4.44,78.02,7.34,7.42,48,46,9,122.44,20,Maritime,6.57,4.44,70.95,4.75,9.18,116,41,33,217.95,65,Maritime,1.268,1.0,0.308,0.562,0,0.368
NAV_0316,Japan,Australia,7.93,4.86,73.9,3.8,9.45,66,60,41,97.01,44,Maritime,8.88,4.7,76.92,7.47,7.22,33,56,26,153.51,77,Maritime,0.893,1.034,0.571,0.632,1,0.582
NAV_0317,Australia,France,7.35,4.5,64.52,3.21,6.59,111,68,44,36.83,102,Maritime,6.41,5.31,71.6,6.29,8.1,110,34,45,278.94,28,Maritime,1.147,0.847,3.643,0.132,0,0.5
NAV_0318,India,Russia,7.41,5.47,65.05,5.3,8.53,82,65,47,244.27,91,Maritime,6.98,4.52,77.6,6.26,9.12,117,53,6,50.77,63,Maritime,1.062,1.21,1.444,4.811,0,0.372
NAV_0319,Japan,India,9.45,5.1,70.04,5.14,6.15,64,44,34,26.63,105,Maritime,6.21,5.47,77.85,3.81,7.73,35,19,21,272.25,49,Maritime,1.522,0.932,2.143,0.098,1,0.66
NAV_0320,USA,Australia,7.39,4.76,90.65,8.59,6.52,69,20,24,243.32,85,Maritime,7.11,5.42,81.65,6.54,6.38,49,10,32,91.37,37,Maritime,1.039,0.878,2.297,2.663,0,0.441
NAV_0321,China,Russia,6.47,4.44,89.94,8.36,6.82,84,43,38,196.99,67,Maritime,9.01,5.42,69.29,8.84,6.6,92,59,13,147.87,36,Maritime,0.718,0.819,1.861,1.332,1,0.547
NAV_0322,Japan,France,8.03,4.43,84.98,5.91,8.29,36,50,19,265.77,93,Maritime,8.22,4.8,68.64,5.76,7.07,81,29,45,107.34,26,Maritime,0.977,0.923,3.577,2.476,1,0.61
NAV_0323,Japan,China,7.31,4.51,75.57,8.63,8.58,31,62,12,100.98,72,Maritime,9.21,4.9,77.72,4.07,8.58,98,79,40,276.61,75,Maritime,0.794,0.92,0.96,0.365,1,0.517
NAV_0324,Japan,France,7.76,4.45,68.22,4.2,7.32,117,52,25,116.58,112,Maritime,9.12,4.03,72.24,4.08,8.66,97,39,30,107.18,99,Maritime,0.851,1.104,1.131,1.088,0,0.291
NAV_0325,USA,UK,7.71,5.44,76.85,8.5,6.12,108,43,24,85.11,59,Maritime,9.14,4.1,65.4,5.16,7.99,49,38,6,203.95,119,Maritime,0.844,1.327,0.496,0.417,1,0.574
NAV_0326,India,UK,8.95,5.31,67.93,6.98,7.39,60,71,34,117.99,76,Maritime,7.91,5.33,72.94,4.86,8.89,47,66,10,74.01,33,Maritime,1.131,0.996,2.303,1.594,1,0.702
NAV_0327,France,Russia,6.95,4.56,90.53,8.01,7.38,52,13,31,52.63,107,Maritime,7.43,5.46,66.33,3.27,7.9,110,60,30,200.65,46,Maritime,0.935,0.835,2.326,0.262,1,0.597
NAV_0328,India,Australia,9.18,5.39,77.98,3.57,6.59,80,55,27,208.85,115,Maritime,7.89,5.38,79.41,4.02,8.38,110,51,39,115.21,95,Maritime,1.163,1.002,1.211,1.813,1,0.687
NAV_0329,Australia,India,9.33,4.26,75.51,7.87,7.8,27,28,5,279.97,43,Maritime,7.1,4.8,60.26,5.69,7.99,82,20,22,37.14,117,Maritime,1.314,0.887,0.368,7.538,1,0.607
NAV_0330,India,UK,6.69,5.25,70.72,7.68,7.19,108,53,27,130.61,87,Maritime,6.25,4.55,72.45,6.65,7.65,55,25,42,39.74,98,Maritime,1.07,1.154,0.888,3.287,0,0.319
NAV_0331,Japan,Australia,8.32,5.08,72.91,4.36,8.21,80,22,40,74.86,76,Maritime,6.41,5.37,86.57,5.65,6.85,102,51,22,90.53,15,Maritime,1.298,0.946,5.067,0.827,1,0.557
NAV_0332,UK,India,8.16,4.79,61.3,8.6,6.17,116,39,47,106.97,32,Maritime,9.06,4.83,93.71,4.5,8.02,110,18,45,42.44,63,Maritime,0.901,0.992,0.508,2.52,0,0.282
NAV_0333,Australia,China,9.09,4.35,65.74,6.69,7.99,35,64,41,257.41,14,Maritime,7.26,4.07,61.66,6.41,6.16,99,60,27,50.58,72,Maritime,1.252,1.069,0.194,5.089,0,0.48
NAV_0334,UK,France,9.19,4.73,88.19,4.01,8.45,26,63,43,238.03,54,Maritime,9.3,4.61,64.21,7.93,8.74,41,33,39,57.93,57,Maritime,0.988,1.026,0.947,4.109,1,0.527
NAV_0335,India,Japan,8.06,4.46,93.15,8.42,6.73,54,75,16,143.95,110,Maritime,6.8,4.73,67.01,5.69,8.1,96,17,44,181.16,10,Maritime,1.185,0.943,11.0,0.795,0,0.352
NAV_0336,China,Russia,8.22,4.37,67.54,8.97,7.94,55,20,28,48.22,67,Maritime,6.86,5.21,91.47,5.48,6.32,112,19,21,163.8,66,Maritime,1.198,0.839,1.015,0.294,1,0.517
NAV_0337,UK,India,7.85,5.31,61.27,7.83,9.1,46,74,37,171.35,42,Maritime,6.45,5.25,87.32,6.06,7.28,49,74,35,263.65,68,Maritime,1.217,1.011,0.618,0.65,1,0.685
NAV_0338,UK,India,6.67,4.64,67.17,5.21,6.43,103,75,23,213.05,105,Maritime,6.36,4.99,92.25,6.09,7.4,79,38,22,191.45,106,Maritime,1.049,0.93,0.991,1.113,0,0.383
NAV_0339,Australia,USA,8.61,4.84,60.38,6.13,7.85,79,74,35,72.56,101,Maritime,9.08,4.19,83.92,5.07,8.07,35,46,42,138.77,69,Maritime,0.948,1.155,1.464,0.523,0,0.368
NAV_0340,Russia,Australia,6.54,4.77,81.4,5.23,7.94,38,45,30,161.51,26,Maritime,9.26,4.87,73.84,3.6,6.25,24,44,19,72.86,76,Maritime,0.706,0.979,0.342,2.217,0,0.357
NAV_0341,France,Japan,6.93,4.2,60.97,7.52,8.73,25,50,35,217.26,10,Maritime,9.46,4.55,76.5,6.69,8.23,116,50,10,259.74,51,Maritime,0.733,0.923,0.196,0.836,0,0.422
NAV_0342,Japan,UK,8.56,4.17,65.57,4.21,7.44,74,67,27,131.47,59,Maritime,7.11,5.41,76.98,4.6,6.25,94,54,19,26.6,15,Maritime,1.204,0.771,3.933,4.942,0,0.5
NAV_0343,Australia,USA,6.78,4.04,64.77,6.25,7.9,92,77,14,235.54,108,Maritime,6.77,5.48,81.6,4.43,7.4,31,79,29,192.27,64,Maritime,1.001,0.737,1.688,1.225,0,0.304
NAV_0344,UK,Japan,7.75,5.11,60.36,4.63,7.06,86,13,29,201.57,107,Maritime,8.41,4.21,89.27,3.93,8.23,73,45,18,47.82,22,Maritime,0.922,1.214,4.864,4.215,0,0.395
NAV_0345,India,UK,7.6,4.57,75.78,7.05,6.16,41,10,6,52.45,116,Maritime,6.07,4.08,86.07,3.33,6.83,61,58,25,230.99,14,Maritime,1.252,1.12,8.286,0.227,1,0.586
NAV_0346,Russia,USA,6.49,4.75,85.98,6.93,7.47,114,23,17,274.93,116,Maritime,9.36,5.32,77.16,4.43,7.22,67,39,7,60.28,31,Maritime,0.693,0.893,3.742,4.561,0,0.327
NAV_0347,Australia,India,9.38,4.63,90.85,7.99,6.35,93,63,11,93.15,85,Maritime,6.74,4.21,68.02,8.58,8.47,88,66,9,289.37,62,Maritime,1.392,1.1,1.371,0.322,1,0.578
NAV_0348,UK,India,7.5,5.17,88.23,4.09,7.02,79,29,47,201.19,51,Maritime,7.95,4.22,94.06,8.34,8.17,85,17,33,156.61,69,Maritime,0.943,1.225,0.739,1.285,0,0.466
NAV_0349,Russia,USA,9.1,4.06,66.0,8.96,7.71,43,55,34,110.08,34,Maritime,6.29,4.58,72.1,4.01,6.27,77,24,36,48.77,11,Maritime,1.447,0.886,3.091,2.257,1,0.745
NAV_0350,USA,UK,8.32,4.87,84.68,8.43,8.63,84,49,45,114.48,40,Maritime,8.62,5.16,92.05,4.6,9.01,89,25,41,153.85,46,Maritime,0.965,0.944,0.87,0.744,1,0.512
NAV_0351,Australia,UK,8.02,5.04,61.01,8.76,7.4,49,72,24,292.85,107,Maritime,8.93,4.61,89.77,4.92,8.66,80,66,16,77.69,69,Maritime,0.898,1.093,1.551,3.769,0,0.283
NAV_0352,USA,UK,8.16,5.38,63.8,6.1,7.22,44,20,32,92.34,41,Maritime,8.03,4.09,73.97,7.12,7.7,88,26,41,295.32,43,Maritime,1.016,1.315,0.953,0.313,0,0.444
NAV_0353,India,Russia,7.39,5.28,91.08,4.75,7.73,89,61,19,274.16,28,Maritime,7.08,4.9,79.15,3.01,7.37,46,56,17,214.94,80,Maritime,1.044,1.078,0.35,1.276,0,0.414
NAV_0354,USA,Australia,7.09,4.39,91.43,4.69,7.3,88,34,15,101.33,28,Maritime,6.98,5.48,62.38,6.45,8.44,22,35,45,207.05,71,Maritime,1.016,0.801,0.394,0.489,1,0.503
NAV_0355,Australia,France,6.68,5.33,62.49,6.47,6.52,34,74,28,131.66,28,Maritime,7.95,5.45,61.42,5.16,6.71,69,51,10,89.48,32,Maritime,0.84,0.978,0.875,1.471,1,0.543
NAV_0356,China,UK,7.68,4.73,77.58,7.3,6.36,91,16,5,131.04,18,Maritime,8.77,4.7,86.6,5.19,7.69,49,33,11,261.39,101,Maritime,0.876,1.006,0.178,0.501,1,0.63
NAV_0357,India,Australia,6.68,4.29,75.95,7.73,7.36,23,72,29,61.49,18,Maritime,6.62,4.05,77.21,7.6,6.73,77,64,12,109.32,26,Maritime,1.009,1.059,0.692,0.562,0,0.331
NAV_0358,Australia,UK,7.43,4.5,67.48,6.56,6.77,69,15,40,96.64,66,Maritime,9.06,4.83,88.78,7.65,7.48,53,57,16,217.57,20,Maritime,0.82,0.932,3.3,0.444,1,0.605
NAV_0359,France,Japan,7.2,4.79,94.65,5.48,8.38,30,38,31,102.28,19,Maritime,9.24,5.31,84.65,6.42,7.74,32,56,19,262.39,75,Maritime,0.779,0.902,0.253,0.39,0,0.437
NAV_0360,France,China,7.05,5.21,62.1,5.06,6.45,77,51,11,189.0,67,Maritime,8.92,4.76,89.14,5.28,7.09,59,61,28,88.57,63,Maritime,0.79,1.095,1.063,2.134,0,0.444
NAV_0361,India,China,7.75,4.56,60.05,5.45,7.13,98,30,15,290.83,72,Maritime,6.92,4.07,82.35,5.52,8.14,106,35,19,55.46,64,Maritime,1.12,1.12,1.125,5.244,0,0.427
NAV_0362,USA,Russia,7.23,5.08,70.67,8.01,6.44,101,28,43,205.49,43,Maritime,8.03,5.49,75.83,4.02,8.07,33,62,27,263.38,77,Maritime,0.9,0.925,0.558,0.78,0,0.444
NAV_0363,China,Russia,6.06,4.55,92.27,4.83,8.98,38,16,20,22.12,25,Maritime,8.02,4.92,72.76,6.13,6.6,46,41,43,167.28,31,Maritime,0.756,0.925,0.806,0.132,0,0.262
NAV_0364,UK,China,7.94,4.75,79.89,3.26,7.42,82,33,21,77.89,90,Maritime,7.19,4.86,76.17,4.62,7.67,116,21,33,76.7,100,Maritime,1.104,0.977,0.9,1.016,0,0.384
NAV_0365,Japan,USA,6.58,4.46,64.29,5.88,6.55,33,65,20,279.81,106,Maritime,7.37,5.12,79.15,6.47,7.6,58,21,30,168.37,20,Maritime,0.893,0.871,5.3,1.662,0,0.39
NAV_0366,UK,Australia,9.18,5.45,67.72,4.5,8.95,87,52,35,81.66,73,Maritime,7.06,4.63,62.92,8.8,7.38,79,17,20,223.17,24,Maritime,1.3,1.177,3.042,0.366,1,0.573
NAV_0367,Australia,Russia,6.3,5.03,65.77,3.96,6.49,106,77,25,156.82,94,Maritime,7.16,4.34,67.67,4.77,7.12,28,40,16,121.65,22,Maritime,0.88,1.159,4.273,1.289,0,0.396
NAV_0368,Australia,UK,8.74,4.37,84.75,7.18,8.15,31,52,36,47.89,28,Maritime,8.81,4.21,88.41,8.43,9.42,104,45,31,140.24,14,Maritime,0.992,1.038,2.0,0.341,1,0.593
NAV_0369,India,China,7.99,4.1,69.4,7.48,6.47,46,61,39,176.8,93,Maritime,9.1,5.38,77.62,4.78,9.44,58,66,22,142.89,95,Maritime,0.878,0.762,0.979,1.237,1,0.545
NAV_0370,Australia,India,7.82,4.6,72.37,3.23,6.67,93,15,29,248.33,107,Maritime,6.7,5.05,75.74,8.47,6.4,100,25,38,164.43,110,Maritime,1.167,0.911,0.973,1.51,1,0.73
NAV_0371,Japan,Australia,7.03,4.46,92.19,6.17,8.43,75,68,39,233.97,59,Maritime,7.31,5.21,86.07,6.74,8.75,45,56,38,258.63,64,Maritime,0.962,0.856,0.922,0.905,1,0.616
NAV_0372,China,USA,7.38,5.17,93.81,4.94,6.67,78,33,7,251.8,80,Maritime,6.3,5.02,85.33,7.53,6.4,27,57,37,56.52,117,Maritime,1.171,1.03,0.684,4.455,1,0.568
NAV_0373,USA,India,8.0,4.09,93.05,3.58,8.33,42,59,37,160.28,66,Maritime,9.09,4.66,64.97,6.36,8.65,96,64,13,80.25,17,Maritime,0.88,0.878,3.882,1.997,1,0.525
NAV_0374,India,Australia,8.55,4.69,66.48,4.78,6.39,114,77,28,77.13,33,Maritime,6.95,5.04,76.35,7.08,9.27,104,40,8,259.23,76,Maritime,1.23,0.931,0.434,0.298,0,0.367
